iter,time,x,y,z,roll,pitch,yaw,fx,fz
1.000000000000000000e+01,1.000000000000000194e-02,4.749996736864352087e+00,9.990856121624486219e-02,-2.381046445222237276e-04,2.529495779049345527e-04,-5.100615694919596876e-06,5.025152815192530931e-02,-5.262679606676101685e-02,4.500201165676116943e+00
1.100000000000000000e+01,1.100000000000000283e-02,4.749996017229985767e+00,9.989109068524741619e-02,-2.867900657518449785e-04,3.224373864823479319e-04,-1.855460605826309006e-05,5.028793451680619447e-02,-5.637126695364713669e-02,4.525494880974292755e+00
1.200000000000000000e+01,1.200000000000000372e-02,4.749995241547289915e+00,9.987225416646899889e-02,-3.395517152043952755e-04,4.028580147407527512e-04,-3.425177745608465329e-05,5.032493457583650520e-02,-5.534627847373485565e-02,4.657024621963500977e+00
1.300000000000000000e+01,1.300000000000000461e-02,4.749994403312575386e+00,9.985203212930332528e-02,-3.963317245303969792e-04,4.960494330795324480e-04,-5.211950601613501988e-05,5.036256785905871003e-02,-4.790892871096730232e-02,4.623962469398975372e+00
1.400000000000000000e+01,1.400000000000000550e-02,4.749993500677524239e+00,9.983045580765467775e-02,-4.568818516881510672e-04,6.035683993098374389e-04,-7.195639707724410528e-05,5.040074624343149345e-02,-5.331227136775851250e-02,4.984585672616958618e+00
1.500000000000000000e+01,1.500000000000000638e-02,4.749992543378810161e+00,9.980751543014756977e-02,-5.212339008921378688e-04,7.260947725947694553e-04,-9.371192986273868542e-05,5.043945607327983416e-02,-5.644000228494405746e-02,5.055966407060623169e+00
1.600000000000000000e+01,1.600000000000000727e-02,4.749991524545438715e+00,9.978313627725594881e-02,-5.895579575409948389e-04,8.638641205413223612e-04,-1.196488645700544140e-04,5.047874722484839427e-02,-4.551607370376586914e-02,4.932761743664741516e+00
1.700000000000000000e+01,1.700000000000000816e-02,4.749990440548828907e+00,9.975730287471461233e-02,-6.616897067210156117e-04,1.016593371140156465e-03,-1.495607350929795132e-04,5.051882579751651448e-02,-5.487922299653291702e-02,4.811843827366828918e+00
1.800000000000000000e+01,1.800000000000000905e-02,4.749989304735110274e+00,9.973003688998532956e-02,-7.375260610467395620e-04,1.182576712159599808e-03,-1.825270767832343211e-04,5.055984145932020113e-02,-5.020444653928279877e-02,4.707349509000778198e+00
1.900000000000000000e+01,1.900000000000000994e-02,4.749988111305455618e+00,9.970131866419935929e-02,-8.170443491441829178e-04,1.357938319526963422e-03,-2.179057880853374485e-04,5.060311580331494641e-02,-3.727237135171890259e-02,4.689823612570762634e+00
2.000000000000000000e+01,2.000000000000001082e-02,4.749986873264843368e+00,9.967108740844633774e-02,-9.003710005589201683e-04,1.544045903614683912e-03,-2.556227558230261820e-04,5.064891635459528585e-02,-3.877272270619869232e-02,4.664304375648498535e+00
2.100000000000000000e+01,2.100000000000001171e-02,4.749985605650414833e+00,9.963940117738347146e-02,-9.875119655649909709e-04,1.738437988574332432e-03,-2.956164009075834542e-04,5.069686798949145368e-02,-3.880928270518779755e-02,4.751941487193107605e+00
2.200000000000000000e+01,2.200000000000001260e-02,4.749984307388083415e+00,9.960626848503149888e-02,-1.078429780910224395e-03,1.939928823559901316e-03,-3.376431819619440944e-04,5.074681229525530163e-02,-8.185089752078056335e-02,5.015983104705810547e+00
2.300000000000000000e+01,2.300000000000001349e-02,4.749982975487243131e+00,9.957177267748573701e-02,-1.173210188738728690e-03,2.147707658868836661e-03,-3.824000451433384740e-04,5.079827375962890634e-02,-1.025542002171278000e-01,4.964949369430541992e+00
2.400000000000000000e+01,2.400000000000001438e-02,4.749981539783534323e+00,9.953620767406348713e-02,-1.272182286838874875e-03,2.365448651479990644e-03,-4.322162469370116611e-04,5.084917886488879435e-02,-1.143548774998635054e-01,4.793245047330856323e+00
2.500000000000000000e+01,2.500000000000001527e-02,4.749979974431503216e+00,9.949950333314595829e-02,-1.375167790713249924e-03,2.595632187347055031e-03,-4.862597100878662815e-04,5.089946541750265535e-02,-1.159620871767401695e-01,4.656802237033843994e+00
2.600000000000000000e+01,2.600000000000001615e-02,4.749978261734109530e+00,9.946180188200787198e-02,-1.482117466414641961e-03,2.835828715120919385e-03,-5.435588699858051598e-04,5.094934297342711138e-02,-1.235946640372276306e-01,4.730082780122756958e+00
2.700000000000000000e+01,2.700000000000001704e-02,4.749976398173848757e+00,9.942317304582133641e-02,-1.593025895900731289e-03,3.086418187476003966e-03,-6.034515818804653264e-04,5.099861719696832663e-02,-1.205860115587711334e-01,4.766464114189147949e+00
2.800000000000000000e+01,2.800000000000001793e-02,4.749974372132766298e+00,9.938358638699038017e-02,-1.707814294230893979e-03,3.350783827022116995e-03,-6.660191100824608412e-04,5.104661624315992574e-02,-1.159410728141665459e-01,4.676113694906234741e+00
2.900000000000000000e+01,2.900000000000001882e-02,4.749972192050854858e+00,9.934284716415106575e-02,-1.826498158665365969e-03,3.632021388101383530e-03,-7.314843333272591508e-04,5.109419294413091589e-02,-1.097246725112199783e-01,4.579963356256484985e+00
3.000000000000000000e+01,3.000000000000001971e-02,4.749969874267749859e+00,9.930076353336583783e-02,-1.949105168357228137e-03,3.930847964184660398e-03,-7.995144538968101955e-04,5.114263223905747557e-02,-1.015595821663737297e-01,4.753946572542190552e+00
3.100000000000000000e+01,3.100000000000002059e-02,4.749967420679318764e+00,9.925743453931866467e-02,-2.075576195502046393e-03,4.244383194222996203e-03,-8.694598132206188268e-04,5.119125444670444280e-02,-1.003048964776098728e-01,4.761606618762016296e+00
3.200000000000000000e+01,3.200000000000002148e-02,4.749964850695466367e+00,9.921274659997213197e-02,-2.206422010844131133e-03,4.569814929095906281e-03,-9.438317275749508184e-04,5.124088579513412511e-02,-9.506568871438503265e-02,4.816708892583847046e+00
3.300000000000000000e+01,3.300000000000002237e-02,4.749962164991165636e+00,9.916681851474494491e-02,-2.341783464982669614e-03,4.902834862371203972e-03,-1.023130328500210240e-03,5.129093337119671608e-02,-1.184511356987059116e-01,4.997311234474182129e+00
3.400000000000000000e+01,3.400000000000002326e-02,4.749959359821946947e+00,9.912001557419873599e-02,-2.481873165279523032e-03,5.233927401604915319e-03,-1.108319554414594066e-03,5.134063977404050572e-02,-1.319409334100782871e-01,4.954142078757286072e+00
3.500000000000000000e+01,3.500000000000002415e-02,4.749956394451127828e+00,9.907270065621447130e-02,-2.627048928427082493e-03,5.566499074882449993e-03,-1.201429792042851830e-03,5.138894499672234245e-02,-1.326430418994277716e-01,4.818223819136619568e+00
3.600000000000000000e+01,3.600000000000002504e-02,4.749953241421208894e+00,9.902513000445031799e-02,-2.777403424740420256e-03,5.904310236876108425e-03,-1.302559283618442976e-03,5.143486421426206323e-02,-1.192541159689426422e-01,4.913721352815628052e+00
3.700000000000000000e+01,3.700000000000002592e-02,4.749949879976862910e+00,9.897769121960577066e-02,-2.932838632852865276e-03,6.249671225817789860e-03,-1.410732705014572375e-03,5.147586905258580425e-02,-1.227657548151910305e-01,4.917025879025459290e+00
3.800000000000000000e+01,3.800000000000002681e-02,4.749946333635110207e+00,9.893022297726414283e-02,-3.093392342847302995e-03,6.606791086379504990e-03,-1.526522710707967079e-03,5.151247427872017448e-02,-1.166098711546510458e-01,4.823328748345375061e+00
3.900000000000000000e+01,3.900000000000002770e-02,4.749942608570171032e+00,9.888264052050498021e-02,-3.258886495722470786e-03,6.971439671157091122e-03,-1.649359618141943429e-03,5.154625225482074857e-02,-1.116799288429319859e-01,4.963228255510330200e+00
4.000000000000000000e+01,4.000000000000002859e-02,4.749938720662712832e+00,9.883484335411166222e-02,-3.429400044373732970e-03,7.342030781323446303e-03,-1.779063732114449792e-03,5.157800064599372958e-02,-1.188715426251292229e-01,4.845899283885955811e+00
4.100000000000000000e+01,4.100000000000002948e-02,4.749934673154714737e+00,9.878687387839710232e-02,-3.604111586251409084e-03,7.718369065892495551e-03,-1.913578648140568106e-03,5.160794644615172844e-02,-1.098508381983265281e-01,4.728617683053016663e+00
4.200000000000000000e+01,4.200000000000003036e-02,4.749930453349024972e+00,9.873882419813614919e-02,-3.782961615045863681e-03,8.101809441981688842e-03,-2.052146489878836633e-03,5.163517929786979460e-02,-1.081393854692578316e-01,4.582658089697360992e+00
4.300000000000000000e+01,4.300000000000003125e-02,4.749926078004881980e+00,9.869070413136980802e-02,-3.966173512053002351e-03,8.492702103165147842e-03,-2.194957647456252658e-03,5.166074254372196584e-02,-9.934823098592460155e-02,4.528105296194553375e+00
4.400000000000000000e+01,4.400000000000003214e-02,4.749921546070916989e+00,9.864255412823920433e-02,-4.153918844617365998e-03,8.892442788336445136e-03,-2.341888249210111184e-03,5.168424881585030606e-02,-9.429157164413481951e-02,4.472166270017623901e+00
4.500000000000000000e+01,4.500000000000003303e-02,4.749916877976690266e+00,9.859418664673329225e-02,-4.346263427703312386e-03,9.306503649405439837e-03,-2.492902639596783487e-03,5.170699425356214962e-02,-9.125216747634112835e-02,4.385881900787353516e+00
4.600000000000000000e+01,4.600000000000003392e-02,4.749912084291632475e+00,9.854548008036741191e-02,-4.543099650432944579e-03,9.741003737217639180e-03,-2.647373653022144779e-03,5.172877211512012102e-02,-1.046734806150197983e-01,4.347088173031806946e+00
4.700000000000000000e+01,4.700000000000003481e-02,4.749907167460029278e+00,9.849649777990922284e-02,-4.744488150983788670e-03,1.019287656720559154e-02,-2.805088226102814275e-03,5.174886815485568031e-02,-8.710885350592434406e-02,4.596838980913162231e+00
4.800000000000000000e+01,4.800000000000003569e-02,4.749902098078776724e+00,9.844752631360977058e-02,-4.950398322614851451e-03,1.065519437044574677e-02,-2.965767745568115288e-03,5.176718141155643715e-02,-9.963084245100617409e-02,4.985537424683570862e+00
4.900000000000000000e+01,4.900000000000003658e-02,4.749896895772984351e+00,9.839859108577292401e-02,-5.159982105874639374e-03,1.112059345531009324e-02,-3.127778046949192259e-03,5.178277580556248094e-02,-1.086423699744045734e-01,4.967221036553382874e+00
5.000000000000000000e+01,5.000000000000003747e-02,4.749891553035634040e+00,9.834943911316533505e-02,-5.372219552195981775e-03,1.159621828037511737e-02,-3.289580234453470808e-03,5.179711529186498131e-02,-1.097887214273214340e-01,5.012977838516235352e+00
5.100000000000000000e+01,5.100000000000003836e-02,4.749886068131430328e+00,9.829987496031665495e-02,-5.587119060468932578e-03,1.208566888041618867e-02,-3.451122764872582849e-03,5.181179039349970150e-02,-1.179404871072620153e-01,5.157530963420867920e+00
5.200000000000000000e+01,5.200000000000003925e-02,4.749880437041220205e+00,9.824997067329031830e-02,-5.804953961020893789e-03,1.258918519014218251e-02,-3.613530260713870845e-03,5.182704828689783938e-02,-1.005575070157647133e-01,5.045878186821937561e+00
5.300000000000000000e+01,5.300000000000004013e-02,4.749874667036340981e+00,9.819956097019254260e-02,-6.026016190517731290e-03,1.310482923152649776e-02,-3.778450958926260483e-03,5.184395022703131711e-02,-9.286495763808488846e-02,4.931175589561462402e+00
5.400000000000000000e+01,5.400000000000004102e-02,4.749868783893577806e+00,9.814870633456106164e-02,-6.250383473865255175e-03,1.363207548839036332e-02,-3.945632382418517992e-03,5.186378457611590109e-02,-8.880656212568283081e-02,4.841801688075065613e+00
5.500000000000000000e+01,5.500000000000004191e-02,4.749862793258835758e+00,9.809744664447454798e-02,-6.478147507698156157e-03,1.417081366309346294e-02,-4.114833313677346283e-03,5.188579087064484896e-02,-9.256026288494467735e-02,4.861452519893646240e+00
5.600000000000000000e+01,5.600000000000004280e-02,4.749856709150137135e+00,9.804567245134115927e-02,-6.709478200577834346e-03,1.472066047435488176e-02,-4.286214503736118786e-03,5.191171499849990545e-02,-7.270862691802904010e-02,4.909342318773269653e+00
5.700000000000000000e+01,5.700000000000004369e-02,4.749850529728576909e+00,9.799338169816776412e-02,-6.944426941630156731e-03,1.528265457298424654e-02,-4.460048117119974620e-03,5.194216208563251502e-02,-7.680718926712870598e-02,5.093527987599372864e+00
5.800000000000000000e+01,5.800000000000004458e-02,4.749844265316611747e+00,9.794087290993108708e-02,-7.182957208414116057e-03,1.585484151519897175e-02,-4.636430772948729739e-03,5.197508149045133863e-02,-4.917345521971583366e-02,5.179280310869216919e+00
5.900000000000000000e+01,5.900000000000004546e-02,4.749837904779313114e+00,9.788812645327778228e-02,-7.424482664002032654e-03,1.643954956926238498e-02,-4.814288033684110957e-03,5.200991819394056026e-02,-7.343021989800035954e-02,5.182630330324172974e+00
6.000000000000000000e+01,6.000000000000004635e-02,4.749831485786262242e+00,9.783528078105525883e-02,-7.668740189911864291e-03,1.703496607104843658e-02,-4.993156090693284810e-03,5.204650079116177747e-02,-7.787520624697208405e-02,5.311140745878219604e+00
6.100000000000000000e+01,6.100000000000004724e-02,4.749824973118892402e+00,9.778235092702691755e-02,-7.915963435602470580e-03,1.764144062838668078e-02,-5.173826465853625933e-03,5.208471559497869496e-02,-5.684596579521894455e-02,5.629102140665054321e+00
6.200000000000000000e+01,6.200000000000004813e-02,4.749818356050729662e+00,9.772947579735509482e-02,-8.166114818049389004e-03,1.825457543414415670e-02,-5.356780230673541254e-03,5.212387487942274356e-02,-8.272623782977461815e-02,5.919695943593978882e+00
6.300000000000000000e+01,6.300000000000004208e-02,4.749811666385005182e+00,9.767669203952639156e-02,-8.419479504194431543e-03,1.887248594287237180e-02,-5.544451226569435676e-03,5.216315473362902189e-02,-7.942288834601640701e-02,6.109741762280464172e+00
6.400000000000000000e+01,6.400000000000004297e-02,4.749804859728195439e+00,9.762430285623334425e-02,-8.676295506198352867e-03,1.949309378849618801e-02,-5.738990414641875759e-03,5.220133741340195199e-02,-9.435294242575764656e-02,6.210820406675338745e+00
6.500000000000000000e+01,6.500000000000004385e-02,4.749797944682891959e+00,9.757222571062995620e-02,-8.936724093843013278e-03,2.011975588251180627e-02,-5.941822728343870708e-03,5.223828935015623065e-02,-9.697292000055313110e-02,6.204404607415199280e+00
6.600000000000000000e+01,6.600000000000004474e-02,4.749790902387291958e+00,9.752050461916089708e-02,-9.201021788217056060e-03,2.075595121005415628e-02,-6.154270177652687579e-03,5.227386464696672647e-02,-9.955456992611289024e-02,5.971939265727996826e+00
6.700000000000000000e+01,6.700000000000004563e-02,4.749783750145575745e+00,9.746887893737359032e-02,-9.469332011833510310e-03,2.140278051506595836e-02,-6.376792855307789054e-03,5.230997610852818058e-02,-8.262551249936223030e-02,5.841723352670669556e+00
6.800000000000000000e+01,6.800000000000004652e-02,4.749776477574753741e+00,9.741753890065545096e-02,-9.741671450182778566e-03,2.205716100056153567e-02,-6.608326459289770582e-03,5.234495415463583795e-02,-6.867478985805064440e-02,5.843287378549575806e+00
6.900000000000000000e+01,6.900000000000004741e-02,4.749769114285713911e+00,9.736637374141318690e-02,-1.001799910952312633e-02,2.271671035975325603e-02,-6.848159616098969948e-03,5.238078204423188278e-02,-9.917824389412999153e-02,5.959413826465606689e+00
7.000000000000000000e+01,7.000000000000004829e-02,4.749761684118305460e+00,9.731547159147956039e-02,-1.029843855811099149e-02,2.337992924039816386e-02,-7.096700925487198219e-03,5.241705179754660437e-02,-1.013229107484221458e-01,5.991854578256607056e+00
7.100000000000000000e+01,7.100000000000004918e-02,4.749754140498970045e+00,9.726499404526663117e-02,-1.058275506044870778e-02,2.404576519098404128e-02,-7.353735154860263634e-03,5.245397065556453575e-02,-1.100342776626348495e-01,5.965143099427223206e+00
7.200000000000000000e+01,7.200000000000005007e-02,4.749746493040145623e+00,9.721484820493850321e-02,-1.087059875988494011e-02,2.471545024922847458e-02,-7.618241967098926537e-03,5.249161455810899546e-02,-1.116680346895009279e-01,5.944530025124549866e+00
7.300000000000000000e+01,7.300000000000005096e-02,4.749738731997665830e+00,9.716509425485655993e-02,-1.116158457493099561e-02,2.538487377761221991e-02,-7.888842912453952749e-03,5.253093569445923400e-02,-1.115354580106213689e-01,5.889345049858093262e+00
7.400000000000000000e+01,7.400000000000005185e-02,4.749730847450668314e+00,9.711594403463078007e-02,-1.145564836685183246e-02,2.604719503596693991e-02,-8.165200098696479003e-03,5.257002581076993669e-02,-9.410776948789134622e-02,5.924903884530067444e+00
7.500000000000000000e+01,7.500000000000005274e-02,4.749722851727687711e+00,9.706732205500299970e-02,-1.175292922690200810e-02,2.669879789732589048e-02,-8.447567091319996280e-03,5.261146337218884639e-02,-1.157354841998312622e-01,5.834234133362770081e+00
7.600000000000000000e+01,7.600000000000005362e-02,4.749714760441481332e+00,9.701950038163571766e-02,-1.205354772342073950e-02,2.734013085367342083e-02,-8.736502823942338125e-03,5.265409703910584743e-02,-1.163951179478317499e-01,5.690174892544746399e+00
7.700000000000000000e+01,7.700000000000005451e-02,4.749706554089933697e+00,9.697238999107218871e-02,-1.235782524614022042e-02,2.797463404137450621e-02,-9.032660786165491729e-03,5.269903911684733350e-02,-1.076917828759178519e-01,5.532068490982055664e+00
7.800000000000000000e+01,7.800000000000005540e-02,4.749698227497986203e+00,9.692617870140801672e-02,-1.266583430009964387e-02,2.860115270876668198e-02,-9.335591712088753269e-03,5.274546909656486343e-02,-9.370238706469535828e-02,5.586695730686187744e+00
7.900000000000000000e+01,7.900000000000005629e-02,4.749689794349149174e+00,9.688084903411947613e-02,-1.297779605111437987e-02,2.922000145006025187e-02,-9.645250594279008993e-03,5.279218185852174727e-02,-8.960684947669506073e-02,5.801726132631301880e+00
8.000000000000000000e+01,8.000000000000005718e-02,4.749681272271382149e+00,9.683653229786309824e-02,-1.329346531265796286e-02,2.982413397906723967e-02,-9.961097023567733189e-03,5.283929444894733957e-02,-1.031767101958394051e-01,6.037860393524169922e+00
8.100000000000000000e+01,8.100000000000005806e-02,4.749672668182721935e+00,9.679322223113043244e-02,-1.361241265346350461e-02,3.041100197104977185e-02,-1.028274508028226286e-02,5.288745996525394399e-02,-1.093849835451692343e-01,6.050683856010437012e+00
8.200000000000000000e+01,8.200000000000005895e-02,4.749663956668957354e+00,9.675107918371693427e-02,-1.393427094550997100e-02,3.097887559574286770e-02,-1.061007158531923622e-02,5.293541795677065426e-02,-1.361925087403506041e-01,6.069282144308090210e+00
8.300000000000000000e+01,8.300000000000005984e-02,4.749655121796982016e+00,9.671026286271211525e-02,-1.425886796827752906e-02,3.152840466055049917e-02,-1.094257703923839919e-02,5.298305691993848709e-02,-1.546908104792237282e-01,5.988465398550033569e+00
8.400000000000000000e+01,8.400000000000006073e-02,4.749646128145077917e+00,9.667089393708865053e-02,-1.458616896891343218e-02,3.206232931508370271e-02,-1.128025681891786647e-02,5.303120309640323854e-02,-1.439412385225296021e-01,5.897582113742828369e+00
8.500000000000000000e+01,8.500000000000006162e-02,4.749636946898446510e+00,9.663295041937446095e-02,-1.491606886792872476e-02,3.258053786256377010e-02,-1.162236855653597800e-02,5.307928081662250525e-02,-1.315108072012662888e-01,5.901501953601837158e+00
8.600000000000000000e+01,8.600000000000006251e-02,4.749627583064479630e+00,9.659663914642697968e-02,-1.524836210223231084e-02,3.307987760746665395e-02,-1.196779103511946829e-02,5.312634684399429597e-02,-1.379332251381129026e-01,5.872302979230880737e+00
8.700000000000000000e+01,8.700000000000006339e-02,4.749618054686725266e+00,9.656186749770287459e-02,-1.558277031756970417e-02,3.356456313748636122e-02,-1.231559667266757252e-02,5.317188059326305449e-02,-1.381542067974805832e-01,5.877728521823883057e+00
8.800000000000000000e+01,8.800000000000006428e-02,4.749608354554982093e+00,9.652855017332176435e-02,-1.591929451254191566e-02,3.403510631678355325e-02,-1.266565263072649827e-02,5.321606572169515492e-02,-1.475874090101569891e-01,5.969622433185577393e+00
8.900000000000000000e+01,8.900000000000006517e-02,4.749598478645535415e+00,9.649678892323845791e-02,-1.625798212179599064e-02,3.449086479025717522e-02,-1.301812729275542146e-02,5.325818608398195930e-02,-1.828097160905599594e-01,6.148413062095642090e+00
9.000000000000000000e+01,9.000000000000006606e-02,4.749588410025800123e+00,9.646656338784084794e-02,-1.659864828654066676e-02,3.493035547288798892e-02,-1.337283711970771449e-02,5.329789007602531159e-02,-1.875528991222381592e-01,6.079823642969131470e+00
9.100000000000000000e+01,9.100000000000006695e-02,4.749578106413007816e+00,9.643773266162097846e-02,-1.694089821291471648e-02,3.535333515309495994e-02,-1.372933139276244496e-02,5.333613026531528606e-02,-1.786201978102326393e-01,5.993532389402389526e+00
9.200000000000000000e+01,9.200000000000006783e-02,4.749567569815712709e+00,9.641018972191361946e-02,-1.728483440537895849e-02,3.575833792787141974e-02,-1.408764781554938672e-02,5.337402403109174631e-02,-1.653161589056253433e-01,6.057221263647079468e+00
9.300000000000000000e+01,9.300000000000006872e-02,4.749556801273667972e+00,9.638408139444183675e-02,-1.763036616617296923e-02,3.614288153903563727e-02,-1.444707223599550616e-02,5.341077863098642187e-02,-1.553575675934553146e-01,6.148766309022903442e+00
9.400000000000000000e+01,9.400000000000006961e-02,4.749545808577761541e+00,9.635961199435075231e-02,-1.797728777666162889e-02,3.650283311688853199e-02,-1.480719745874203852e-02,5.344501583465818134e-02,-1.648949836380779743e-01,6.272062510251998901e+00
9.500000000000000000e+01,9.500000000000007050e-02,4.749534611882647361e+00,9.633673550180638090e-02,-1.832539946325147800e-02,3.683438654892649128e-02,-1.516783928035048135e-02,5.347837587496671180e-02,-1.668208371847867966e-01,6.314591944217681885e+00
9.600000000000000000e+01,9.600000000000007139e-02,4.749523191243565812e+00,9.631549772397074438e-02,-1.867450371359206593e-02,3.714331041065380146e-02,-1.552888482389080949e-02,5.350946836574832499e-02,-1.639808085747063160e-01,6.074177533388137817e+00
9.700000000000000000e+01,9.700000000000007228e-02,4.749511553649643503e+00,9.629581171566427289e-02,-1.902444274632935847e-02,3.743025146134890124e-02,-1.589004107854807835e-02,5.353977927626395183e-02,-1.479225829243659973e-01,5.929027318954467773e+00
9.800000000000000000e+01,9.800000000000007316e-02,4.749499708939715958e+00,9.627755496102481658e-02,-1.937570114247280650e-02,3.769967930453391181e-02,-1.625178419580985967e-02,5.356975290766413655e-02,-1.444788696244359016e-01,5.847913771867752075e+00
9.900000000000000000e+01,9.900000000000007405e-02,4.749487682357589335e+00,9.626081083056169108e-02,-1.972861044896808552e-02,3.795262694809946324e-02,-1.661453355189479453e-02,5.359959057020216577e-02,-1.354201734066009521e-01,5.854173362255096436e+00
1.000000000000000000e+02,1.000000000000000749e-01,4.749475473051707475e+00,9.624562696075689150e-02,-2.008337710674865453e-02,3.819326037285043773e-02,-1.697855622470290093e-02,5.362799474991816751e-02,-1.382179474458098412e-01,5.758792966604232788e+00
1.010000000000000000e+02,1.010000000000000758e-01,4.749463089472138577e+00,9.623209724827627709e-02,-2.044016970897756871e-02,3.842145133756932202e-02,-1.734440332561160147e-02,5.365354897865467348e-02,-1.464782673865556717e-01,5.732701241970062256e+00
1.020000000000000000e+02,1.020000000000000767e-01,4.749450539487063416e+00,9.622009786839838541e-02,-2.079928100511861319e-02,3.863473804612641005e-02,-1.771260778684990989e-02,5.367714052398891988e-02,-1.207450786605477333e-01,5.705022156238555908e+00
1.030000000000000000e+02,1.030000000000000776e-01,4.749437812340080889e+00,9.620960326063686396e-02,-2.116077530634635426e-02,3.883193351410667987e-02,-1.808325234155949701e-02,5.369858301593057742e-02,-1.320465221069753170e-01,5.858828365802764893e+00
1.040000000000000000e+02,1.040000000000000785e-01,4.749424947946146780e+00,9.620046912688250129e-02,-2.152441991948311067e-02,3.901004777719108141e-02,-1.845545096423295561e-02,5.371869702330805962e-02,-1.472505824640393257e-01,6.015569657087326050e+00
1.050000000000000000e+02,1.050000000000000794e-01,4.749411909027857703e+00,9.619285071810185217e-02,-2.188960194220640476e-02,3.916363449161858884e-02,-1.882789115216931819e-02,5.373633428415210828e-02,-1.383671949151903391e-01,6.236509114503860474e+00
1.060000000000000000e+02,1.060000000000000803e-01,4.749398668454794858e+00,9.618670883697785778e-02,-2.225597381975059560e-02,3.929473960052214804e-02,-1.920017286172459592e-02,5.375162318593692395e-02,-1.450039492920041084e-01,6.418852210044860840e+00
1.070000000000000000e+02,1.070000000000000812e-01,4.749385230731024699e+00,9.618203446495153519e-02,-2.262295193964043716e-02,3.940736694705006260e-02,-1.957138074066966382e-02,5.376378457815146616e-02,-1.517706271260976791e-01,6.471403926610946655e+00
1.080000000000000000e+02,1.080000000000000820e-01,4.749371595784721123e+00,9.617858787891818417e-02,-2.299021223209838510e-02,3.950651640400826975e-02,-1.994132615989552271e-02,5.377415725529226947e-02,-1.436552959494292736e-01,6.439257919788360596e+00
1.090000000000000000e+02,1.090000000000000829e-01,4.749357756309982470e+00,9.617629460107730843e-02,-2.335770930825616098e-02,3.959531406689879851e-02,-2.031011349863032223e-02,5.378307810658096433e-02,-1.517715648515149951e-01,6.546772330999374390e+00
1.100000000000000000e+02,1.100000000000000838e-01,4.749343729528601621e+00,9.617519883400033054e-02,-2.372564892308014553e-02,3.966964812190840878e-02,-2.067826144261442067e-02,5.379042496275828616e-02,-1.414107165765017271e-01,6.459501028060913086e+00
1.110000000000000000e+02,1.110000000000000847e-01,4.749329518096146785e+00,9.617496583566959023e-02,-2.409360824966724074e-02,3.972856151033010708e-02,-2.104493713839450386e-02,5.379891606633298295e-02,-1.547702369134640321e-01,6.375852018594741821e+00
1.120000000000000000e+02,1.120000000000000856e-01,4.749315124005706323e+00,9.617583805586357726e-02,-2.446164418576387070e-02,3.976983973107731801e-02,-2.140990783790308605e-02,5.380764247378064941e-02,-1.543622466269880533e-01,6.433303534984588623e+00
